area,bedrooms,bathrooms,location,age,parking,stories,main_road,furnishing_status,price
1941,2,1,Suburban Heights,5,1,2,No,Furnished,525960.58
1059,2,1,Suburban Heights,13,0,1,Yes,Semi-Furnished,329452.33
2105,2,2,Metro Corridor,16,0,2,Yes,Furnished,563994.14
2308,4,4,Downtown,17,1,1,No,Semi-Furnished,956298.09
2261,3,2,Downtown,19,2,2,Yes,Furnished,780306.35
2785,5,4,Suburban Heights,16,2,1,Yes,Furnished,863760.29
2523,4,3,West Hills,15,1,2,Yes,Semi-Furnished,925370.17
2172,3,3,Suburban Heights,39,1,1,No,Furnished,621358.08
1758,2,1,Downtown,38,1,2,Yes,Furnished,578253.42
930,1,1,Green Valley,31,1,2,Yes,Semi-Furnished,273272.6
2147,4,2,Suburban Heights,8,2,1,Yes,Furnished,714116.0
1964,2,1,Metro Corridor,26,1,1,Yes,Furnished,481799.7
2015,4,3,Metro Corridor,32,2,1,Yes,Furnished,535729.32
1084,2,1,Suburban Heights,9,1,2,Yes,Unfurnished,439451.74
1173,1,1,Metro Corridor,16,2,1,Yes,Semi-Furnished,347190.99
2755,4,3,West Hills,35,1,2,Yes,Semi-Furnished,874083.87
1779,4,4,Green Valley,16,2,3,No,Unfurnished,526375.54
2374,3,2,Waterfront Bay,17,3,1,Yes,Furnished,957730.72
1828,2,2,Green Valley,22,2,1,Yes,Semi-Furnished,413180.97
1829,3,2,Downtown,33,2,2,Yes,Unfurnished,664766.43
2631,4,3,Metro Corridor,7,0,2,Yes,Semi-Furnished,689128.29
1470,2,1,Suburban Heights,12,2,3,Yes,Unfurnished,491309.96
1878,3,2,Downtown,22,1,1,Yes,Unfurnished,714387.16
1502,2,2,Downtown,19,1,1,Yes,Furnished,341925.6
1519,3,3,Suburban Heights,21,0,2,Yes,Unfurnished,520992.05
1597,3,2,Suburban Heights,22,3,2,Yes,Unfurnished,532003.21
1976,3,1,Waterfront Bay,40,2,2,Yes,Semi-Furnished,756805.15
1492,3,2,Waterfront Bay,34,2,1,Yes,Unfurnished,689454.1
2987,5,4,Suburban Heights,2,2,1,Yes,Furnished,971031.35
1264,2,1,Suburban Heights,33,1,1,Yes,Semi-Furnished,390167.69
1677,2,2,Suburban Heights,32,3,3,No,Furnished,531339.53
1516,3,3,Metro Corridor,16,3,1,No,Furnished,535319.06
3225,5,4,West Hills,18,1,2,Yes,Semi-Furnished,1100832.25
1955,2,1,Downtown,29,0,2,Yes,Semi-Furnished,634136.65
2731,4,2,Suburban Heights,22,2,1,Yes,Semi-Furnished,805172.02
998,2,2,Metro Corridor,14,3,1,Yes,Semi-Furnished,383602.95
2011,3,2,Downtown,13,2,2,No,Semi-Furnished,741566.89
2580,3,2,Suburban Heights,1,2,1,Yes,Furnished,785838.25
1868,4,2,Suburban Heights,38,3,1,Yes,Semi-Furnished,564396.34
2768,5,3,Green Valley,17,2,1,No,Unfurnished,577356.79
1470,2,1,Suburban Heights,5,2,2,Yes,Semi-Furnished,491443.05
3177,4,3,West Hills,31,2,3,Yes,Semi-Furnished,1056386.07
4534,5,3,Waterfront Bay,20,1,2,Yes,Semi-Furnished,1694552.24
1563,3,3,Metro Corridor,39,2,2,Yes,Semi-Furnished,458999.9
1512,3,2,Suburban Heights,27,1,2,Yes,Semi-Furnished,494078.9
3233,5,3,Suburban Heights,26,2,2,No,Unfurnished,933491.04
3401,5,3,Suburban Heights,1,1,3,Yes,Semi-Furnished,618746.16
1466,2,1,Green Valley,32,0,1,Yes,Semi-Furnished,325145.89
1528,2,1,Downtown,15,0,1,No,Semi-Furnished,535677.72
1615,3,3,Downtown,38,2,3,Yes,Semi-Furnished,723928.49
1055,2,1,West Hills,21,1,2,Yes,Semi-Furnished,414763.87
1252,1,1,West Hills,12,1,1,Yes,Semi-Furnished,484495.24
1209,3,2,Waterfront Bay,1,0,3,Yes,Semi-Furnished,661344.22
1329,2,2,Waterfront Bay,13,1,1,Yes,Semi-Furnished,616314.39
1783,4,3,Suburban Heights,37,0,1,No,Semi-Furnished,479547.9
1985,2,1,Suburban Heights,40,1,2,Yes,Unfurnished,535743.42
3361,4,2,Metro Corridor,27,1,1,Yes,Semi-Furnished,746092.67
1212,2,2,Downtown,6,1,2,Yes,Unfurnished,483251.6
2680,4,2,Metro Corridor,17,1,1,No,Furnished,652628.36
1659,4,3,Suburban Heights,40,1,1,Yes,Furnished,545015.52
1772,3,2,Waterfront Bay,35,2,2,No,Semi-Furnished,752107.28
2368,3,2,Suburban Heights,40,1,2,Yes,Unfurnished,651371.47
1153,1,1,West Hills,35,1,1,No,Semi-Furnished,323214.63
2106,4,2,Downtown,3,0,3,No,Furnished,932109.87
1932,2,2,West Hills,29,1,2,Yes,Furnished,640067.93
2201,4,3,Metro Corridor,23,0,1,Yes,Semi-Furnished,545175.1
2029,3,4,Downtown,19,0,1,Yes,Furnished,872337.51
4800,5,3,Downtown,30,2,2,Yes,Semi-Furnished,947931.22
1400,3,2,Waterfront Bay,23,2,2,Yes,Semi-Furnished,700157.61
1462,2,1,Metro Corridor,6,1,1,No,Semi-Furnished,378929.61
1409,2,2,Waterfront Bay,25,2,1,Yes,Furnished,650619.28
1447,2,1,Metro Corridor,12,0,1,Yes,Furnished,349771.92
1401,2,2,Suburban Heights,7,3,1,Yes,Semi-Furnished,508897.77
2909,5,3,Metro Corridor,4,0,2,Yes,Furnished,835649.3
3191,5,3,Suburban Heights,12,2,3,Yes,Semi-Furnished,943658.8
1438,2,1,Suburban Heights,28,0,1,Yes,Unfurnished,393903.37
1296,2,1,Green Valley,19,2,2,No,Furnished,305139.53
2183,2,1,West Hills,13,1,3,Yes,Furnished,706121.97
1449,3,2,Suburban Heights,31,0,3,Yes,Furnished,461868.48
2328,3,2,West Hills,26,2,3,Yes,Unfurnished,784446.91
1960,2,2,West Hills,24,0,2,No,Furnished,628245.65
986,1,1,Suburban Heights,3,2,2,Yes,Unfurnished,342815.68
3357,4,3,Suburban Heights,20,2,1,Yes,Semi-Furnished,938249.69
3708,5,3,Waterfront Bay,17,1,2,Yes,Semi-Furnished,1423581.61
1414,2,1,Green Valley,38,1,2,Yes,Furnished,340974.17
1548,4,3,West Hills,14,0,1,Yes,Semi-Furnished,384804.37
2027,3,2,Downtown,37,2,1,No,Semi-Furnished,758847.92
2066,3,2,Suburban Heights,23,1,1,Yes,Semi-Furnished,589356.42
2352,4,2,Downtown,7,1,2,Yes,Semi-Furnished,897891.48
4040,5,3,Waterfront Bay,27,3,2,Yes,Semi-Furnished,1526114.05
1684,3,2,Suburban Heights,20,1,2,Yes,Semi-Furnished,516263.01
1313,1,1,Suburban Heights,15,3,1,Yes,Semi-Furnished,408488.73
1041,2,2,Green Valley,15,2,2,No,Semi-Furnished,324071.78
1349,3,2,Green Valley,34,1,1,Yes,Semi-Furnished,382170.28
1784,2,2,Downtown,16,1,2,Yes,Furnished,674948.37
3706,5,3,Suburban Heights,8,2,1,Yes,Semi-Furnished,1106036.07
1469,2,1,Metro Corridor,34,1,3,No,Semi-Furnished,358071.84
1977,2,2,Waterfront Bay,28,0,2,Yes,Furnished,818026.75
1796,3,2,Metro Corridor,38,0,2,Yes,Semi-Furnished,467117.63
2908,4,3,Metro Corridor,17,2,2,Yes,Furnished,776760.06
4800,5,2,West Hills,11,2,2,No,Furnished,1386083.21
1462,3,3,Suburban Heights,18,1,1,Yes,Unfurnished,789086.58
1486,2,2,Green Valley,21,0,2,Yes,Semi-Furnished,355719.12
2745,5,3,Metro Corridor,14,2,3,No,Semi-Furnished,763696.77
2375,4,2,West Hills,0,3,1,Yes,Unfurnished,875861.9
3784,5,4,Suburban Heights,1,0,2,Yes,Furnished,1086619.98
2283,3,2,Metro Corridor,7,0,3,Yes,Unfurnished,557479.11
1566,2,1,Waterfront Bay,21,2,2,Yes,Furnished,671997.27
2289,4,2,Waterfront Bay,24,2,2,Yes,Semi-Furnished,1028505.2
2817,4,3,Suburban Heights,1,2,2,No,Semi-Furnished,862755.79
2510,3,2,Green Valley,8,3,3,Yes,Unfurnished,619107.66
2214,3,2,Metro Corridor,8,2,3,No,Semi-Furnished,580429.37
2770,4,2,West Hills,12,1,3,Yes,Semi-Furnished,905533.13
2886,4,2,Suburban Heights,5,2,2,Yes,Semi-Furnished,847426.17
3142,5,4,Waterfront Bay,29,2,1,Yes,Furnished,1244996.16
2343,3,3,Metro Corridor,14,3,1,Yes,Semi-Furnished,652693.15
1691,3,1,Suburban Heights,14,1,1,Yes,Furnished,509869.34
1917,4,3,Metro Corridor,6,1,3,Yes,Semi-Furnished,623028.82
2929,5,4,Suburban Heights,10,2,2,Yes,Semi-Furnished,935488.21
1304,2,2,Metro Corridor,39,1,2,Yes,Unfurnished,386478.75
2095,4,3,Metro Corridor,37,1,2,No,Semi-Furnished,509757.82
1544,3,1,Suburban Heights,39,2,1,Yes,Unfurnished,428785.11
1828,3,2,Downtown,1,1,2,Yes,Furnished,766096.72
3015,5,4,Waterfront Bay,38,2,2,Yes,Furnished,1264793.72
1951,3,2,Green Valley,9,2,1,Yes,Semi-Furnished,478524.85
1841,1,1,West Hills,16,1,1,Yes,Semi-Furnished,615464.17
1049,2,1,West Hills,6,3,2,Yes,Semi-Furnished,478862.17
2436,4,1,Suburban Heights,39,2,1,Yes,Semi-Furnished,631852.51
2340,3,3,West Hills,38,1,3,Yes,Furnished,787563.56
4295,5,3,West Hills,3,1,1,No,Semi-Furnished,1274619.87
1598,2,2,Downtown,34,3,3,Yes,Furnished,709074.12
1973,3,2,Green Valley,35,1,1,Yes,Furnished,445599.55
1997,4,3,Suburban Heights,30,1,1,Yes,Furnished,602123.0
3398,5,4,Suburban Heights,24,1,2,Yes,Semi-Furnished,988895.98
1740,2,1,Suburban Heights,40,1,2,No,Semi-Furnished,435187.72
2021,3,2,Downtown,12,1,2,Yes,Furnished,764925.6
2305,4,3,West Hills,17,3,1,Yes,Semi-Furnished,839942.45
1948,3,1,Waterfront Bay,20,2,1,Yes,Semi-Furnished,779315.15
1512,2,2,Metro Corridor,0,1,2,No,Unfurnished,427811.15
1954,3,2,Suburban Heights,35,1,1,Yes,Semi-Furnished,566159.33
2777,4,3,Suburban Heights,7,2,1,No,Furnished,821279.19
1199,2,1,West Hills,20,0,2,Yes,Unfurnished,420996.49
1906,3,2,Metro Corridor,20,2,1,Yes,Furnished,523155.67
1366,2,1,Waterfront Bay,26,2,1,No,Semi-Furnished,585666.4
2916,3,1,Green Valley,18,2,1,Yes,Semi-Furnished,598938.36
983,2,1,West Hills,22,1,3,Yes,Furnished,478681.85
1445,2,2,Downtown,34,1,1,Yes,Semi-Furnished,529642.48
2102,4,3,Suburban Heights,39,0,3,Yes,Furnished,668059.74
3381,5,4,Suburban Heights,41,1,1,Yes,Unfurnished,947781.61
1761,3,2,Metro Corridor,4,1,2,Yes,Furnished,547941.72
1447,3,2,Waterfront Bay,40,2,1,Yes,Semi-Furnished,637392.55
3837,5,3,Suburban Heights,7,2,2,Yes,Semi-Furnished,1100314.28
1013,2,1,Downtown,10,3,2,Yes,Furnished,547317.31
750,1,1,Waterfront Bay,15,2,2,Yes,Semi-Furnished,440926.46
2155,5,4,West Hills,38,0,2,Yes,Unfurnished,761946.86
1479,3,2,West Hills,23,2,2,No,Semi-Furnished,580994.08
1201,2,2,Downtown,20,0,1,No,Semi-Furnished,471265.22
2400,3,1,Downtown,22,1,2,No,Semi-Furnished,768921.69
1993,2,2,Suburban Heights,37,1,2,Yes,Unfurnished,598255.13
1442,2,3,West Hills,7,2,2,Yes,Furnished,659257.31
1083,2,1,Metro Corridor,6,2,1,Yes,Semi-Furnished,338611.29
2563,4,3,Downtown,1,0,3,Yes,Furnished,1018029.43
2345,4,3,Suburban Heights,29,0,2,Yes,Unfurnished,668977.05
1737,4,2,Suburban Heights,12,0,2,Yes,Semi-Furnished,564752.92
3784,5,4,Green Valley,22,0,1,Yes,Unfurnished,802248.57
1178,1,1,Suburban Heights,28,0,1,Yes,Unfurnished,309727.81
982,1,1,Waterfront Bay,37,2,2,Yes,Furnished,518783.37
1370,2,2,Suburban Heights,36,2,2,No,Furnished,400640.26
1775,2,1,Suburban Heights,19,1,3,Yes,Furnished,549321.42
1992,3,1,West Hills,32,2,2,Yes,Semi-Furnished,607464.09
1641,2,1,Downtown,28,1,2,Yes,Semi-Furnished,601853.48
2081,2,1,Suburban Heights,14,3,2,No,Unfurnished,600303.49
1095,2,1,West Hills,22,1,2,Yes,Semi-Furnished,448286.96
3221,5,4,Waterfront Bay,41,2,2,Yes,Semi-Furnished,1241074.71
1749,1,1,West Hills,2,3,1,Yes,Unfurnished,611335.31
2826,5,4,Suburban Heights,36,2,1,Yes,Furnished,839537.83
2073,4,3,Metro Corridor,28,0,2,Yes,Furnished,581266.97
2170,3,2,Downtown,7,2,2,Yes,Semi-Furnished,844471.26
2270,4,3,Green Valley,21,0,1,Yes,Semi-Furnished,505808.98
2162,3,3,Downtown,28,0,1,Yes,Unfurnished,791412.1
2338,5,3,Downtown,1,0,2,Yes,Semi-Furnished,950817.32
3076,5,4,Metro Corridor,40,2,1,Yes,Unfurnished,783800.62
1955,3,2,Metro Corridor,0,2,2,Yes,Semi-Furnished,597642.19
2400,4,2,Downtown,19,1,2,Yes,Furnished,946968.99
1744,3,3,Green Valley,20,1,1,Yes,Furnished,702374.9
3216,4,3,Waterfront Bay,36,3,2,Yes,Furnished,1232567.1
1379,2,2,West Hills,7,1,2,Yes,Furnished,601514.93
3715,5,4,Downtown,26,1,2,No,Semi-Furnished,1288772.01
1779,2,2,Suburban Heights,34,1,1,No,Semi-Furnished,519391.27
1020,1,1,Suburban Heights,5,2,1,Yes,Semi-Furnished,347380.6
1903,3,3,West Hills,18,1,2,Yes,Semi-Furnished,723768.03
1376,2,1,Suburban Heights,17,2,1,Yes,Furnished,460263.41
2530,4,3,Suburban Heights,0,1,1,No,Semi-Furnished,767761.0
1392,2,1,Green Valley,24,1,1,Yes,Semi-Furnished,322420.26
1512,2,2,Downtown,26,1,1,Yes,Unfurnished,532148.04
849,1,1,Downtown,6,0,1,Yes,Unfurnished,597792.05
1508,3,3,West Hills,41,1,1,Yes,Unfurnished,522087.99
685,1,1,Downtown,28,0,3,Yes,Semi-Furnished,330133.32
959,2,2,Suburban Heights,30,2,2,Yes,Furnished,444878.62
2450,5,4,Suburban Heights,35,1,1,Yes,Furnished,757585.21
2475,4,2,Waterfront Bay,18,2,2,No,Unfurnished,979966.54
2143,2,2,Green Valley,5,3,1,Yes,Semi-Furnished,517164.64
1228,2,2,Waterfront Bay,24,2,2,Yes,Semi-Furnished,594674.37
1773,3,2,Waterfront Bay,30,3,1,No,Unfurnished,724565.3
1805,2,2,Waterfront Bay,8,1,1,Yes,Semi-Furnished,792154.36
1137,1,1,Downtown,19,0,2,No,Furnished,474282.55
3298,5,3,Suburban Heights,9,3,1,Yes,Furnished,997947.31
2568,4,3,West Hills,36,2,2,Yes,Furnished,892250.76
1655,2,2,West Hills,26,2,1,Yes,Semi-Furnished,571585.46
1827,2,1,Metro Corridor,12,2,1,Yes,Semi-Furnished,474642.26
1965,3,2,Downtown,40,2,2,Yes,Unfurnished,700827.83
798,1,1,Downtown,1,0,2,Yes,Semi-Furnished,372697.2
1637,3,2,Green Valley,20,2,1,Yes,Furnished,460290.95
1376,2,2,Downtown,32,0,1,Yes,Furnished,509664.94
1211,2,2,Green Valley,23,1,1,Yes,Semi-Furnished,336927.69
1615,4,3,Metro Corridor,41,1,3,Yes,Unfurnished,459121.49
3711,5,4,Green Valley,33,1,2,No,Furnished,789772.14
2336,4,2,Suburban Heights,8,0,1,Yes,Unfurnished,675981.13
1438,2,2,Downtown,1,2,2,No,Semi-Furnished,614757.42
2273,3,2,West Hills,29,2,1,Yes,Furnished,736257.88
3164,5,3,West Hills,21,2,1,No,Unfurnished,962233.0
2617,4,2,Downtown,10,1,1,Yes,Furnished,962708.99
1851,3,2,Metro Corridor,16,3,2,Yes,Semi-Furnished,508366.52
1395,2,1,Waterfront Bay,35,0,1,Yes,Furnished,528651.99
2390,3,2,Suburban Heights,12,2,2,Yes,Unfurnished,725650.66
2116,2,2,Metro Corridor,6,0,2,Yes,Unfurnished,535701.31
2586,4,3,Downtown,15,1,1,Yes,Unfurnished,929706.65
2331,4,2,Waterfront Bay,32,1,1,Yes,Furnished,895499.44
2751,5,4,Downtown,0,2,1,Yes,Furnished,1179001.31
1459,2,1,Downtown,10,0,2,Yes,Semi-Furnished,572299.26
3062,5,3,Downtown,5,1,3,Yes,Furnished,1214804.63
1956,2,2,Waterfront Bay,19,1,1,Yes,Semi-Furnished,814028.99
4146,5,4,Waterfront Bay,34,1,1,No,Semi-Furnished,1479332.09
1372,1,1,Metro Corridor,36,2,1,Yes,Furnished,335216.85
3620,5,4,Green Valley,40,1,1,Yes,Semi-Furnished,773329.9
1956,3,2,Suburban Heights,25,1,2,Yes,Unfurnished,558785.72
1393,2,2,Downtown,11,1,1,Yes,Unfurnished,554423.65
1489,3,2,Waterfront Bay,29,1,1,Yes,Semi-Furnished,653700.13
1590,3,2,West Hills,27,1,2,Yes,Semi-Furnished,572556.84
2142,2,2,West Hills,26,2,1,No,Furnished,613168.56
2228,4,3,Green Valley,41,0,2,Yes,Furnished,496758.9
1437,1,1,Downtown,18,0,1,Yes,Semi-Furnished,531207.53
1790,2,3,Metro Corridor,4,1,3,Yes,Unfurnished,534433.15
4259,5,3,Suburban Heights,4,1,1,Yes,Furnished,1182795.1
3608,5,3,Green Valley,40,1,3,Yes,Furnished,758140.5
2152,3,2,West Hills,26,1,1,Yes,Furnished,674427.01
1835,3,3,Suburban Heights,27,0,2,Yes,Furnished,611813.58
1896,4,2,West Hills,25,0,1,Yes,Furnished,689792.99
2310,2,1,Metro Corridor,26,2,2,Yes,Semi-Furnished,534746.4
1200,1,1,Waterfront Bay,41,2,1,No,Semi-Furnished,480057.07
1631,3,1,Downtown,20,2,2,Yes,Furnished,635811.5
927,3,2,Suburban Heights,0,1,2,Yes,Furnished,407356.88
2121,3,2,Waterfront Bay,27,2,2,Yes,Semi-Furnished,897760.51
2342,3,2,Suburban Heights,14,3,2,Yes,Semi-Furnished,702239.27
1490,4,2,Green Valley,16,2,1,No,Furnished,388609.07
3393,5,4,West Hills,25,1,1,No,Unfurnished,1017285.12
1107,2,2,West Hills,19,1,2,Yes,Semi-Furnished,455592.5
1006,1,1,West Hills,24,1,1,Yes,Semi-Furnished,310394.48
1977,3,3,Metro Corridor,12,1,1,Yes,Unfurnished,558327.19
2748,4,3,Green Valley,32,1,1,Yes,Semi-Furnished,610033.51
3545,5,4,West Hills,24,2,1,Yes,Unfurnished,1142608.88
1504,3,3,Suburban Heights,7,2,2,No,Unfurnished,578769.08
2783,5,4,Waterfront Bay,4,1,2,Yes,Furnished,1284242.93
1780,2,1,Suburban Heights,5,0,3,Yes,Unfurnished,510005.42
1687,3,2,Suburban Heights,22,1,1,No,Furnished,539545.71
2574,4,3,Suburban Heights,29,0,3,No,Furnished,779128.88
2347,4,3,West Hills,13,1,2,Yes,Unfurnished,846569.51
962,2,2,West Hills,22,1,3,No,Unfurnished,433087.57
3263,4,2,Waterfront Bay,10,1,2,No,Semi-Furnished,1217767.88
3140,5,3,Green Valley,30,3,2,No,Furnished,695371.82
1407,2,2,Suburban Heights,5,1,1,No,Semi-Furnished,459473.74
2118,2,2,Suburban Heights,10,1,1,Yes,Semi-Furnished,603374.46
2203,4,3,West Hills,12,0,1,Yes,Furnished,812956.5
2006,5,4,West Hills,11,1,3,No,Unfurnished,806114.3
1450,1,1,Waterfront Bay,1,0,3,Yes,Semi-Furnished,667644.46
1382,2,2,Metro Corridor,34,2,2,Yes,Furnished,386429.64
1789,3,2,Downtown,35,0,2,Yes,Furnished,652582.08
2890,5,4,Suburban Heights,16,1,3,No,Semi-Furnished,864906.61
2247,3,3,Waterfront Bay,27,2,2,Yes,Semi-Furnished,896803.05
1558,2,2,West Hills,27,0,2,Yes,Furnished,554736.06
2461,4,3,Waterfront Bay,21,1,1,Yes,Unfurnished,959933.98
650,1,1,Metro Corridor,37,1,1,Yes,Furnished,206515.87
2862,3,2,Waterfront Bay,6,2,1,Yes,Semi-Furnished,1084319.56
901,2,3,Metro Corridor,14,1,1,Yes,Semi-Furnished,342142.77
1564,3,2,Metro Corridor,31,1,2,Yes,Furnished,470065.35
1155,2,1,Suburban Heights,10,2,1,No,Semi-Furnished,367763.35
1077,2,1,Suburban Heights,23,1,2,Yes,Unfurnished,346970.23
2876,5,4,West Hills,2,1,1,No,Semi-Furnished,1012072.65
1499,2,2,Downtown,29,0,1,Yes,Semi-Furnished,571816.81
2076,4,3,Downtown,5,2,2,No,Unfurnished,852552.43
1774,3,2,Downtown,1,2,2,Yes,Unfurnished,767832.25
2188,4,2,Suburban Heights,13,3,1,Yes,Furnished,735426.12
1864,3,2,Downtown,40,3,2,Yes,Semi-Furnished,689262.17
1082,2,2,Waterfront Bay,17,2,1,Yes,Furnished,553421.52
2693,3,3,West Hills,30,2,3,Yes,Furnished,897814.11
1484,2,1,Downtown,12,2,2,Yes,Furnished,639116.85
970,1,1,Downtown,25,1,1,Yes,Unfurnished,376736.6
1523,2,1,Green Valley,11,1,2,Yes,Semi-Furnished,380832.82
3295,5,3,West Hills,17,1,2,No,Furnished,1028483.92
2540,3,3,Waterfront Bay,8,1,2,Yes,Furnished,1107706.54
1572,4,4,Downtown,20,2,2,No,Unfurnished,723093.02
1572,3,2,West Hills,39,1,1,Yes,Semi-Furnished,524731.29
1589,4,3,Waterfront Bay,23,1,2,Yes,Semi-Furnished,790374.02
4149,5,4,Green Valley,33,1,2,Yes,Unfurnished,888553.25
2106,3,2,West Hills,7,2,2,No,Semi-Furnished,718575.83
2147,3,2,Green Valley,32,2,1,Yes,Furnished,484113.28
2730,4,3,Metro Corridor,22,1,2,Yes,Semi-Furnished,696325.78
1989,3,1,Suburban Heights,12,1,2,Yes,Unfurnished,611255.87
1630,3,2,West Hills,13,1,2,Yes,Unfurnished,609141.52
1671,2,1,Metro Corridor,13,0,1,Yes,Furnished,443310.35
1756,3,2,West Hills,15,1,1,Yes,Furnished,662781.68
1781,3,2,Downtown,37,2,1,No,Furnished,696450.23
2418,5,3,Suburban Heights,38,1,2,Yes,Semi-Furnished,713713.26
1846,2,1,Downtown,25,1,2,No,Semi-Furnished,645294.1
2423,4,3,West Hills,25,0,2,Yes,Furnished,856955.47
1750,3,2,West Hills,0,1,2,Yes,Unfurnished,665952.92
1865,2,1,Green Valley,31,0,2,No,Semi-Furnished,352609.49
812,2,1,West Hills,14,1,1,Yes,Semi-Furnished,328765.35
2608,4,3,Metro Corridor,20,1,1,Yes,Unfurnished,668949.32
2076,3,2,Waterfront Bay,17,2,2,No,Semi-Furnished,828351.16
2695,4,3,Suburban Heights,29,1,2,Yes,Semi-Furnished,763952.01
650,1,1,Green Valley,12,1,2,Yes,Semi-Furnished,219651.93
4168,5,3,Metro Corridor,23,1,2,Yes,Unfurnished,963309.31
1709,3,2,West Hills,29,2,2,Yes,Furnished,652068.91
2816,5,3,Waterfront Bay,1,0,1,Yes,Unfurnished,1127840.1
1192,1,1,West Hills,18,2,2,Yes,Furnished,427541.89
2310,3,3,Metro Corridor,24,2,3,Yes,Furnished,671203.49
1186,2,1,Waterfront Bay,13,1,2,No,Furnished,576812.45
1408,1,1,West Hills,5,2,1,Yes,Unfurnished,509539.61
3887,5,3,Suburban Heights,11,2,2,Yes,Semi-Furnished,1103782.02
1675,3,3,Downtown,19,1,1,Yes,Furnished,702646.08
1972,3,1,Metro Corridor,22,2,1,No,Unfurnished,464472.24
2560,4,3,Downtown,29,1,2,No,Semi-Furnished,925943.32
2204,4,2,Waterfront Bay,29,1,1,No,Unfurnished,811034.29
1920,3,2,Metro Corridor,37,2,3,No,Furnished,523963.2
2092,4,2,West Hills,29,2,1,Yes,Furnished,729845.39
4728,5,4,Waterfront Bay,40,3,2,Yes,Semi-Furnished,1727425.94
1766,3,2,Green Valley,29,1,2,Yes,Unfurnished,431943.84
1959,4,3,Waterfront Bay,35,1,1,Yes,Semi-Furnished,830289.65
2752,5,3,Green Valley,33,1,2,Yes,Semi-Furnished,639045.56
2813,4,3,West Hills,15,0,3,Yes,Unfurnished,889742.51
2906,5,4,Suburban Heights,23,1,2,Yes,Furnished,922515.96
2334,2,1,Downtown,13,1,2,No,Semi-Furnished,800463.72
1144,2,2,Suburban Heights,25,1,3,Yes,Semi-Furnished,482260.21
3475,5,4,Downtown,7,1,1,Yes,Furnished,1337525.45
1143,1,1,West Hills,13,1,1,Yes,Furnished,454582.24
2040,3,3,Suburban Heights,30,3,1,Yes,Unfurnished,621989.33
1337,3,3,Waterfront Bay,1,2,2,Yes,Unfurnished,722640.15
1762,2,1,Metro Corridor,3,0,2,Yes,Furnished,465019.81
2062,3,1,Waterfront Bay,0,2,2,Yes,Furnished,922228.05
2056,4,3,West Hills,19,2,3,Yes,Furnished,845608.89
2140,3,2,Downtown,13,2,2,Yes,Unfurnished,783971.57
3447,5,4,West Hills,39,1,1,Yes,Semi-Furnished,1045413.77
2167,4,3,West Hills,24,1,1,Yes,Unfurnished,742133.5
1639,3,2,Metro Corridor,24,2,3,Yes,Unfurnished,456807.4
2658,4,2,Downtown,2,1,1,Yes,Semi-Furnished,964233.11
2909,4,3,Waterfront Bay,4,2,2,No,Furnished,1262375.74
1106,2,1,Downtown,37,2,1,Yes,Semi-Furnished,458548.57
2296,3,2,Downtown,25,3,1,No,Furnished,867397.38
2393,4,3,Downtown,39,1,2,No,Furnished,839805.36
1605,2,1,Suburban Heights,37,1,1,No,Furnished,384474.21
3134,5,3,West Hills,37,1,3,No,Semi-Furnished,969627.12
1702,2,1,Metro Corridor,3,3,1,Yes,Semi-Furnished,435259.81
1901,3,2,Suburban Heights,6,1,2,Yes,Semi-Furnished,630904.73
1687,2,2,Suburban Heights,29,1,2,Yes,Semi-Furnished,532666.18
1819,2,1,Green Valley,29,1,2,Yes,Furnished,397831.44
1166,2,1,Suburban Heights,18,1,3,Yes,Unfurnished,416104.39
1016,2,1,West Hills,38,1,1,Yes,Semi-Furnished,369221.44
3421,5,3,Green Valley,34,1,1,Yes,Furnished,708292.98
1288,2,2,Green Valley,39,2,1,No,Semi-Furnished,296745.74
1216,2,2,Suburban Heights,32,0,2,Yes,Semi-Furnished,384740.44
764,2,1,West Hills,32,2,3,Yes,Furnished,402882.91
1400,2,1,Suburban Heights,13,2,1,Yes,Furnished,490122.91
1065,1,1,West Hills,37,2,2,Yes,Unfurnished,383340.83
3487,5,4,Green Valley,9,2,1,Yes,Furnished,801240.55
2707,4,3,Waterfront Bay,27,1,1,Yes,Semi-Furnished,1112537.07
1372,2,1,Metro Corridor,13,1,2,Yes,Unfurnished,386688.86
4451,5,3,West Hills,35,2,1,Yes,Semi-Furnished,1305817.1
2677,4,3,Waterfront Bay,37,1,2,Yes,Furnished,1126179.78
1587,4,2,Metro Corridor,15,1,2,Yes,Unfurnished,490609.01
665,1,1,Suburban Heights,20,0,2,Yes,Semi-Furnished,256526.96
4520,5,4,Downtown,27,2,2,Yes,Semi-Furnished,1514566.97
1037,2,1,Green Valley,32,1,2,Yes,Semi-Furnished,240659.27
936,2,1,Suburban Heights,5,1,2,Yes,Unfurnished,324591.24
2721,5,4,Suburban Heights,40,0,1,Yes,Unfurnished,793210.94
4797,5,3,Metro Corridor,14,3,2,Yes,Unfurnished,1067629.08
3145,5,4,Green Valley,2,1,1,Yes,Semi-Furnished,762405.09
2265,4,3,Metro Corridor,34,2,1,No,Unfurnished,351625.93
2293,3,2,Suburban Heights,13,1,2,Yes,Unfurnished,649198.86
2543,4,3,Suburban Heights,1,2,2,No,Unfurnished,792323.23
2449,4,2,Waterfront Bay,28,1,1,Yes,Unfurnished,954245.94
